"id","time","x","y","One","Two"
1,0,1.79562586398664,2.78208537228115,1.80996456406981,2.89916216498939
1,0.204081632653061,1.82801041960428,2.98630176854649,1.84236521916838,3.02658448916046
1,0.408163265306122,1.83737251237315,3.08543379773693,1.85431304566913,3.09922429079916
1,0.612244897959184,1.84176948146516,3.06838293746156,1.9112829470147,3.18897033101155
1,0.816326530612245,2.09814766522023,3.25012567886943,1.96795953851746,3.21940572884593
1,1.02040816326531,1.99352060387541,3.51901566102278,1.99784603713098,3.40913807962959
1,1.22448979591837,2.15540353397758,3.46494266339608,2.0217338947389,3.49575155465276
1,1.42857142857143,2.03224333968933,3.40396862914849,2.08037392560348,3.58263863593971
1,1.63265306122449,2.28836353076744,3.62052538483687,2.16717769352482,3.67364123922402
1,1.83673469387755,2.16517288841813,3.80355576939201,2.18503805193188,3.83425859450063
1,2.04081632653061,2.43311619023349,3.98081123686128,2.24769563790879,3.92370814354663
1,2.24489795918367,2.45375047119987,3.96522580772722,2.35802442302505,4.05888485904186
1,2.44897959183673,2.60962493755829,4.03157280616223,2.46925595616483,4.09335952345696
1,2.6530612244898,2.43021422758984,4.17016811915057,2.50642416151628,4.18052547297154
1,2.85714285714286,2.67685773722922,4.42870550283247,2.55826990758033,4.36060964725263
1,3.06122448979592,2.70190554191797,4.79035137097247,2.58131956006185,4.51312266899174
1,3.26530612244898,2.47331635683295,4.65059237869879,2.60626746483824,4.66511964306233
1,3.46938775510204,2.6524016861562,4.84503513725703,2.61488874455081,4.72068613659262
1,3.6734693877551,2.75079330604111,4.85522220366531,2.62939693605341,4.82011404317909
1,3.87755102040816,2.62111850844985,5.03821809378282,2.7241352078542,4.97961637128787
1,4.08163265306122,2.77055033765934,5.13160823859116,2.72830576614236,4.99913063005266
1,4.28571428571429,2.52049845659253,5.09946287068301,2.7427109126542,5.12269586931063
1,4.48979591836735,2.80798544951494,5.29396947435109,2.74342809745085,5.1765530468003
1,4.69387755102041,2.74210455914647,5.18912267957286,2.80876749986433,5.17027502230757
1,4.89795918367347,3.06237219842162,5.17890957787123,2.90568335184384,5.23012081328679
1,5.10204081632653,3.00084572960816,5.2391202235483,3.0770898978487,5.24305591919075
1,5.30612244897959,3.22255441157843,5.40214864519254,3.1748097415226,5.36644923562425
1,5.51020408163265,3.32818593263466,5.35545636636454,3.30689524430805,5.45101373133881
1,5.71428571428571,3.32300106095593,5.43077044388427,3.27389152768807,5.44196986430499
1,5.91836734693878,3.36706670149808,5.65757641803714,3.35115819298837,5.53299876730032
1,6.12244897959184,3.31759155029552,5.69786523538752,3.39707308062995,5.60508254382792
1,6.3265306122449,3.47000168333349,5.59498604255891,3.52840853357946,5.6433976336454
1,6.53061224489796,3.80438541153586,5.57903078311396,3.62732841254481,5.68184405185803
1,6.73469387755102,3.80449250275904,5.9516668966464,3.65798187701558,5.71024495193115
1,6.93877551020408,3.4704825148397,5.80425477444689,3.66568025578517,5.73997917040028
1,7.14285714285714,3.77422354137304,5.91211764941766,3.75871241203902,5.86853781580021
1,7.3469387755102,3.79456665360651,6.02813316110136,3.84924931547356,5.88618973506828
1,7.55102040816327,3.89028425800201,5.94049276307437,3.89940829068379,5.94079187960003
1,7.75510204081633,3.91293080432524,5.78958970292496,3.98736887599784,5.94285326270528
1,7.95918367346939,4.20247618557798,5.85979010563355,3.97846054403247,5.96560475468366
1,8.16326530612245,4.27004057339716,5.97781090393611,4.04339521190676,6.0478508092545
1,8.36734693877551,3.96455433566094,5.98675290798934,4.05939013149855,6.05744096221496
1,8.57142857142857,4.0867364863822,6.05475123465564,4.10354160700058,6.09661167929061
1,8.77551020408163,4.32699545346573,6.03497827854929,4.18015257013579,6.02486243029485
1,8.97959183673469,4.14781917807352,5.8285678742795,4.28304438251947,6.0530153341042
1,9.18367346938776,4.32072020802346,6.10340834499483,4.38181171827147,6.00710358308722
1,9.38775510204082,4.52002307300371,6.07454966269414,4.42380383119926,6.0609888681335
1,9.59183673469388,4.39329985231281,6.25300588166846,4.45101980701136,6.18065319443106
1,9.79591836734694,4.38459011299175,6.30935497215309,4.42204986514844,6.21285566093875
1,10,4.45804782551016,6.17191963878847,4.44223842246432,6.14196120304336
2,0,2.04128690702035,2.3468048338642,2.03388862865095,2.39158620404863
2,0.204081632653061,2.06609576740569,2.29216788265548,2.04992810138572,2.45947496388729
2,0.408163265306122,2.16774942484365,2.68847650378523,2.04699181412256,2.7019880579017
2,0.612244897959184,2.06941687615479,2.8734851398893,2.13612091175267,2.82165654070479
2,0.816326530612245,2.46588735488994,2.87400054971827,2.23288881119117,2.96936797116052
2,1.02040816326531,2.17062064681334,3.25575387848074,2.29465311030344,3.12669376309175
2,1.22448979591837,2.41065154646532,3.27832150559354,2.39015402966925,3.28667757759204
2,1.42857142857143,2.68903390646881,3.62931711785514,2.50364216415533,3.45581153046717
2,1.63265306122449,2.37768797366284,3.62839225540221,2.5026977314303,3.66239888619796
2,1.83673469387755,2.40108783184326,3.51634170162842,2.54095314636372,3.79818260299945
2,2.04081632653061,2.73924536494206,3.85124281138369,2.60530299668009,3.8174876271352
2,2.24489795918367,2.48185652113959,4.06351951683832,2.58942192168534,3.92501949603581
2,2.44897959183673,2.70315746976958,4.01268428592319,2.65564601875101,3.96037191511139
2,2.6530612244898,2.79314565194123,3.89724182620959,2.77222693681891,4.07569512122415
2,2.85714285714286,2.80052099354283,4.11529602464839,2.83352691786384,4.132204313788
2,3.06122448979592,2.91589974665603,4.35089746385841,2.92848284622743,4.22652360229571
2,3.26530612244898,2.97945103239367,4.34211334750316,2.96371675420674,4.31102785722504
2,3.46938775510204,3.1591024559021,4.56337044207055,2.99395994269587,4.47870919348951
2,3.6734693877551,3.22698729891536,4.69366587758017,3.05653208561143,4.69994718776938
2,3.87755102040816,3.06608667907658,4.70214095376578,3.02567750548846,4.7296802319793
2,4.08163265306122,3.08600448587438,5.0048319516208,3.08233140680773,4.8689856095483
2,4.28571428571429,3.07797414299288,4.77789435102616,3.19919464301106,4.93674351093462
2,4.48979591836735,3.12668779161075,4.88488165454439,3.1957317631644,5.09465141666076
2,4.69387755102041,3.24917520718091,5.11433552830816,3.22920972646382,5.14018309766401
2,4.89795918367347,3.13724654168534,5.14650853323822,3.33677124709189,5.21856810586778
2,5.10204081632653,3.40797590586915,5.37559427192674,3.43868871150293,5.31921140795563
2,5.30612244897959,3.57456429128683,5.28292622490406,3.48535575024692,5.31851469366754
2,5.51020408163265,3.40883066832796,5.32328621487179,3.56050907813271,5.34028832418413
2,5.71428571428571,3.7043302594976,5.61832817421628,3.55414009141473,5.39348517560965
2,5.91836734693878,3.71555820907664,5.72664655944375,3.55701872703807,5.47269592773738
2,6.12244897959184,3.61812106248669,5.51761385437868,3.61223955046387,5.55969180649319
2,6.3265306122449,3.6176462463384,5.39789997965427,3.72047531708297,5.62633748414777
